,Difficulty,ExerciseName,MuscleGroup,Reps,Score,Set
12612,intermediate,Single-leg glute bridge,glutes,4,0.3,1
12613,intermediate,Single-leg glute bridge,glutes,5,0.35,1
12614,intermediate,Single-leg glute bridge,glutes,6,0.4,1
12615,intermediate,Single-leg glute bridge,glutes,7,0.45,1
12616,intermediate,Single-leg glute bridge,glutes,8,0.5,1
12617,intermediate,Single-leg glute bridge,glutes,9,0.55,1
12618,intermediate,Single-leg glute bridge,glutes,10,0.6,1
12619,intermediate,Single-leg glute bridge,glutes,11,0.55,1
12620,intermediate,Single-leg glute bridge,glutes,12,0.5,1
12621,intermediate,Single-leg glute bridge,glutes,13,0.45,1
12622,intermediate,Single-leg glute bridge,glutes,14,0.4,1
12623,intermediate,Single-leg glute bridge,glutes,15,0.35,1
12624,intermediate,Single-leg glute bridge,glutes,16,0.3,1
12625,intermediate,Single-leg glute bridge,glutes,17,0.25,1
12626,intermediate,Single-leg glute bridge,glutes,18,0.2,1
12627,intermediate,Single-leg glute bridge,glutes,19,0.15,1
12628,intermediate,Single-leg glute bridge,glutes,20,0.1,1
12629,intermediate,Single-leg glute bridge,glutes,21,0.05,1
12630,intermediate,Single-leg glute bridge,glutes,22,0,1
12631,intermediate,Single-leg glute bridge,glutes,23,-0.05,1
12632,intermediate,Single-leg glute bridge,glutes,24,-0.1,1
12633,intermediate,Single-leg glute bridge,glutes,25,-0.15,1
12634,intermediate,Single-leg glute bridge,glutes,26,-0.2,1
12635,intermediate,Single-leg glute bridge,glutes,27,-0.25,1
12636,intermediate,Single-leg glute bridge,glutes,28,-0.3,1
12637,intermediate,Single-leg glute bridge,glutes,29,-0.35,1
12638,intermediate,Single-leg glute bridge,glutes,1,0.35,2
12639,intermediate,Single-leg glute bridge,glutes,2,0.4,2
12640,intermediate,Single-leg glute bridge,glutes,3,0.45,2
12641,intermediate,Single-leg glute bridge,glutes,4,0.5,2
12642,intermediate,Single-leg glute bridge,glutes,5,0.55,2
12643,intermediate,Single-leg glute bridge,glutes,6,0.6,2
12644,intermediate,Single-leg glute bridge,glutes,7,0.65,2
12645,intermediate,Single-leg glute bridge,glutes,8,0.7,2
12646,intermediate,Single-leg glute bridge,glutes,9,0.75,2
12647,intermediate,Single-leg glute bridge,glutes,10,0.8,2
12648,intermediate,Single-leg glute bridge,glutes,11,0.75,2
12649,intermediate,Single-leg glute bridge,glutes,12,0.7,2
12650,intermediate,Single-leg glute bridge,glutes,13,0.65,2
12651,intermediate,Single-leg glute bridge,glutes,14,0.6,2
12652,intermediate,Single-leg glute bridge,glutes,15,0.55,2
12653,intermediate,Single-leg glute bridge,glutes,16,0.5,2
12654,intermediate,Single-leg glute bridge,glutes,17,0.45,2
12655,intermediate,Single-leg glute bridge,glutes,18,0.4,2
12656,intermediate,Single-leg glute bridge,glutes,19,0.35,2
12657,intermediate,Single-leg glute bridge,glutes,20,0.3,2
12658,intermediate,Single-leg glute bridge,glutes,21,0.25,2
12659,intermediate,Single-leg glute bridge,glutes,22,0.2,2
12660,intermediate,Single-leg glute bridge,glutes,23,0.15,2
12661,intermediate,Single-leg glute bridge,glutes,24,0.1,2
12662,intermediate,Single-leg glute bridge,glutes,25,0.05,2
12663,intermediate,Single-leg glute bridge,glutes,26,-5.55E-17,2
12664,intermediate,Single-leg glute bridge,glutes,27,-0.05,2
12665,intermediate,Single-leg glute bridge,glutes,28,-0.1,2
12666,intermediate,Single-leg glute bridge,glutes,29,-0.15,2
12667,intermediate,Single-leg glute bridge,glutes,1,0.55,3
12668,intermediate,Single-leg glute bridge,glutes,2,0.6,3
12669,intermediate,Single-leg glute bridge,glutes,3,0.65,3
12670,intermediate,Single-leg glute bridge,glutes,4,0.7,3
12671,intermediate,Single-leg glute bridge,glutes,5,0.75,3
12672,intermediate,Single-leg glute bridge,glutes,6,0.8,3
12673,intermediate,Single-leg glute bridge,glutes,7,0.85,3
12674,intermediate,Single-leg glute bridge,glutes,8,0.9,3
12675,intermediate,Single-leg glute bridge,glutes,9,0.95,3
12676,intermediate,Single-leg glute bridge,glutes,10,1,3
12677,intermediate,Single-leg glute bridge,glutes,11,0.95,3
12678,intermediate,Single-leg glute bridge,glutes,12,0.9,3
12679,intermediate,Single-leg glute bridge,glutes,13,0.85,3
12680,intermediate,Single-leg glute bridge,glutes,14,0.8,3
12681,intermediate,Single-leg glute bridge,glutes,15,0.75,3
12682,intermediate,Single-leg glute bridge,glutes,16,0.7,3
12683,intermediate,Single-leg glute bridge,glutes,17,0.65,3
12684,intermediate,Single-leg glute bridge,glutes,18,0.6,3
12685,intermediate,Single-leg glute bridge,glutes,19,0.55,3
12686,intermediate,Single-leg glute bridge,glutes,20,0.5,3
12687,intermediate,Single-leg glute bridge,glutes,21,0.45,3
12688,intermediate,Single-leg glute bridge,glutes,22,0.4,3
12689,intermediate,Single-leg glute bridge,glutes,23,0.35,3
12690,intermediate,Single-leg glute bridge,glutes,24,0.3,3
12691,intermediate,Single-leg glute bridge,glutes,25,0.25,3
12692,intermediate,Single-leg glute bridge,glutes,26,0.2,3
12693,intermediate,Single-leg glute bridge,glutes,27,0.15,3
12694,intermediate,Single-leg glute bridge,glutes,28,0.1,3
12695,intermediate,Single-leg glute bridge,glutes,29,0.05,3
12696,intermediate,Single-leg glute bridge,glutes,1,0.35,4
12697,intermediate,Single-leg glute bridge,glutes,2,0.4,4
12698,intermediate,Single-leg glute bridge,glutes,3,0.45,4
12699,intermediate,Single-leg glute bridge,glutes,4,0.5,4
12700,intermediate,Single-leg glute bridge,glutes,5,0.55,4
12701,intermediate,Single-leg glute bridge,glutes,6,0.6,4
12702,intermediate,Single-leg glute bridge,glutes,7,0.65,4
12703,intermediate,Single-leg glute bridge,glutes,8,0.7,4
12704,intermediate,Single-leg glute bridge,glutes,9,0.75,4
12705,intermediate,Single-leg glute bridge,glutes,10,0.8,4
12706,intermediate,Single-leg glute bridge,glutes,11,0.75,4
12707,intermediate,Single-leg glute bridge,glutes,12,0.7,4
12708,intermediate,Single-leg glute bridge,glutes,13,0.65,4
12709,intermediate,Single-leg glute bridge,glutes,14,0.6,4
12710,intermediate,Single-leg glute bridge,glutes,15,0.55,4
12711,intermediate,Single-leg glute bridge,glutes,16,0.5,4
12712,intermediate,Single-leg glute bridge,glutes,17,0.45,4
12713,intermediate,Single-leg glute bridge,glutes,18,0.4,4
12714,intermediate,Single-leg glute bridge,glutes,19,0.35,4
12715,intermediate,Single-leg glute bridge,glutes,20,0.3,4
12716,intermediate,Single-leg glute bridge,glutes,21,0.25,4
12717,intermediate,Single-leg glute bridge,glutes,22,0.2,4
12718,intermediate,Single-leg glute bridge,glutes,23,0.15,4
12719,intermediate,Single-leg glute bridge,glutes,24,0.1,4
12720,intermediate,Single-leg glute bridge,glutes,25,0.05,4
12721,intermediate,Single-leg glute bridge,glutes,26,-5.55E-17,4
12722,intermediate,Single-leg glute bridge,glutes,27,-0.05,4
12723,intermediate,Single-leg glute bridge,glutes,28,-0.1,4
12724,intermediate,Single-leg glute bridge,glutes,29,-0.15,4
12725,intermediate,Single-leg glute bridge,glutes,1,0.15,5
12726,intermediate,Single-leg glute bridge,glutes,2,0.2,5
12727,intermediate,Single-leg glute bridge,glutes,3,0.25,5
12728,intermediate,Single-leg glute bridge,glutes,4,0.3,5
12729,intermediate,Single-leg glute bridge,glutes,5,0.35,5
12730,intermediate,Single-leg glute bridge,glutes,6,0.4,5
12731,intermediate,Single-leg glute bridge,glutes,7,0.45,5
12732,intermediate,Single-leg glute bridge,glutes,8,0.5,5
12733,intermediate,Single-leg glute bridge,glutes,9,0.55,5
12734,intermediate,Single-leg glute bridge,glutes,10,0.6,5
12735,intermediate,Single-leg glute bridge,glutes,11,0.55,5
12736,intermediate,Single-leg glute bridge,glutes,12,0.5,5
12737,intermediate,Single-leg glute bridge,glutes,13,0.45,5
12738,intermediate,Single-leg glute bridge,glutes,14,0.4,5
12739,intermediate,Single-leg glute bridge,glutes,15,0.35,5
12740,intermediate,Single-leg glute bridge,glutes,16,0.3,5
12741,intermediate,Single-leg glute bridge,glutes,17,0.25,5
12742,intermediate,Single-leg glute bridge,glutes,18,0.2,5
12743,intermediate,Single-leg glute bridge,glutes,19,0.15,5
12744,intermediate,Single-leg glute bridge,glutes,20,0.1,5
12745,intermediate,Single-leg glute bridge,glutes,21,0.05,5
12746,intermediate,Single-leg glute bridge,glutes,22,0,5
12747,intermediate,Single-leg glute bridge,glutes,23,-0.05,5
12748,intermediate,Single-leg glute bridge,glutes,24,-0.1,5
12749,intermediate,Single-leg glute bridge,glutes,25,-0.15,5
12750,intermediate,Single-leg glute bridge,glutes,26,-0.2,5
12751,intermediate,Single-leg glute bridge,glutes,27,-0.25,5
12752,intermediate,Single-leg glute bridge,glutes,28,-0.3,5
12753,intermediate,Single-leg glute bridge,glutes,29,-0.35,5
12754,intermediate,Step-up with knee raise,glutes,1,0.15,1
12755,intermediate,Step-up with knee raise,glutes,2,0.2,1
12756,intermediate,Step-up with knee raise,glutes,3,0.25,1
12757,intermediate,Step-up with knee raise,glutes,4,0.3,1
12758,intermediate,Step-up with knee raise,glutes,5,0.35,1
12759,intermediate,Step-up with knee raise,glutes,6,0.4,1
12760,intermediate,Step-up with knee raise,glutes,7,0.45,1
12761,intermediate,Step-up with knee raise,glutes,8,0.5,1
12762,intermediate,Step-up with knee raise,glutes,9,0.55,1
12763,intermediate,Step-up with knee raise,glutes,10,0.6,1
12764,intermediate,Step-up with knee raise,glutes,11,0.55,1
12765,intermediate,Step-up with knee raise,glutes,12,0.5,1
12766,intermediate,Step-up with knee raise,glutes,13,0.45,1
12767,intermediate,Step-up with knee raise,glutes,14,0.4,1
12768,intermediate,Step-up with knee raise,glutes,15,0.35,1
12769,intermediate,Step-up with knee raise,glutes,16,0.3,1
12770,intermediate,Step-up with knee raise,glutes,17,0.25,1
12771,intermediate,Step-up with knee raise,glutes,18,0.2,1
12772,intermediate,Step-up with knee raise,glutes,19,0.15,1
12773,intermediate,Step-up with knee raise,glutes,20,0.1,1
12774,intermediate,Step-up with knee raise,glutes,21,0.05,1
12775,intermediate,Step-up with knee raise,glutes,22,0,1
12776,intermediate,Step-up with knee raise,glutes,23,-0.05,1
12777,intermediate,Step-up with knee raise,glutes,24,-0.1,1
12778,intermediate,Step-up with knee raise,glutes,25,-0.15,1
12779,intermediate,Step-up with knee raise,glutes,26,-0.2,1
12780,intermediate,Step-up with knee raise,glutes,27,-0.25,1
12781,intermediate,Step-up with knee raise,glutes,28,-0.3,1
12782,intermediate,Step-up with knee raise,glutes,29,-0.35,1
12783,intermediate,Step-up with knee raise,glutes,1,0.35,2
12784,intermediate,Step-up with knee raise,glutes,2,0.4,2
12785,intermediate,Step-up with knee raise,glutes,3,0.45,2
12786,intermediate,Step-up with knee raise,glutes,4,0.5,2
12787,intermediate,Step-up with knee raise,glutes,5,0.55,2
12788,intermediate,Step-up with knee raise,glutes,6,0.6,2
12789,intermediate,Step-up with knee raise,glutes,7,0.65,2
12790,intermediate,Step-up with knee raise,glutes,8,0.7,2
12791,intermediate,Step-up with knee raise,glutes,9,0.75,2
12792,intermediate,Step-up with knee raise,glutes,10,0.8,2
12793,intermediate,Step-up with knee raise,glutes,11,0.75,2
12794,intermediate,Step-up with knee raise,glutes,12,0.7,2
12795,intermediate,Step-up with knee raise,glutes,13,0.65,2
12796,intermediate,Step-up with knee raise,glutes,14,0.6,2
12797,intermediate,Step-up with knee raise,glutes,15,0.55,2
12798,intermediate,Step-up with knee raise,glutes,16,0.5,2
12799,intermediate,Step-up with knee raise,glutes,17,0.45,2
12800,intermediate,Step-up with knee raise,glutes,18,0.4,2
12801,intermediate,Step-up with knee raise,glutes,19,0.35,2
12802,intermediate,Step-up with knee raise,glutes,20,0.3,2
12803,intermediate,Step-up with knee raise,glutes,21,0.25,2
12804,intermediate,Step-up with knee raise,glutes,22,0.2,2
12805,intermediate,Step-up with knee raise,glutes,23,0.15,2
12806,intermediate,Step-up with knee raise,glutes,24,0.1,2
12807,intermediate,Step-up with knee raise,glutes,25,0.05,2
12808,intermediate,Step-up with knee raise,glutes,26,-5.55E-17,2
12809,intermediate,Step-up with knee raise,glutes,27,-0.05,2
12810,intermediate,Step-up with knee raise,glutes,28,-0.1,2
12811,intermediate,Step-up with knee raise,glutes,29,-0.15,2
12812,intermediate,Step-up with knee raise,glutes,1,0.55,3
12813,intermediate,Step-up with knee raise,glutes,2,0.6,3
12814,intermediate,Step-up with knee raise,glutes,3,0.65,3
12815,intermediate,Step-up with knee raise,glutes,4,0.7,3
12816,intermediate,Step-up with knee raise,glutes,5,0.75,3
12817,intermediate,Step-up with knee raise,glutes,6,0.8,3
12818,intermediate,Step-up with knee raise,glutes,7,0.85,3
12819,intermediate,Step-up with knee raise,glutes,8,0.9,3
12820,intermediate,Step-up with knee raise,glutes,9,0.95,3
12821,intermediate,Step-up with knee raise,glutes,10,1,3
12822,intermediate,Step-up with knee raise,glutes,11,0.95,3
12823,intermediate,Step-up with knee raise,glutes,12,0.9,3
12824,intermediate,Step-up with knee raise,glutes,13,0.85,3
12825,intermediate,Step-up with knee raise,glutes,14,0.8,3
12826,intermediate,Step-up with knee raise,glutes,15,0.75,3
12827,intermediate,Step-up with knee raise,glutes,16,0.7,3
12828,intermediate,Step-up with knee raise,glutes,17,0.65,3
12829,intermediate,Step-up with knee raise,glutes,18,0.6,3
12830,intermediate,Step-up with knee raise,glutes,19,0.55,3
12831,intermediate,Step-up with knee raise,glutes,20,0.5,3
12832,intermediate,Step-up with knee raise,glutes,21,0.45,3
12833,intermediate,Step-up with knee raise,glutes,22,0.4,3
12834,intermediate,Step-up with knee raise,glutes,23,0.35,3
12835,intermediate,Step-up with knee raise,glutes,24,0.3,3
12836,intermediate,Step-up with knee raise,glutes,25,0.25,3
12837,intermediate,Step-up with knee raise,glutes,26,0.2,3
12838,intermediate,Step-up with knee raise,glutes,27,0.15,3
12839,intermediate,Step-up with knee raise,glutes,28,0.1,3
12840,intermediate,Step-up with knee raise,glutes,29,0.05,3
12841,intermediate,Step-up with knee raise,glutes,1,0.35,4
12842,intermediate,Step-up with knee raise,glutes,2,0.4,4
12843,intermediate,Step-up with knee raise,glutes,3,0.45,4
12844,intermediate,Step-up with knee raise,glutes,4,0.5,4
12845,intermediate,Step-up with knee raise,glutes,5,0.55,4
12846,intermediate,Step-up with knee raise,glutes,6,0.6,4
12847,intermediate,Step-up with knee raise,glutes,7,0.65,4
12848,intermediate,Step-up with knee raise,glutes,8,0.7,4
12849,intermediate,Step-up with knee raise,glutes,9,0.75,4
12850,intermediate,Step-up with knee raise,glutes,10,0.8,4
12851,intermediate,Step-up with knee raise,glutes,11,0.75,4
12852,intermediate,Step-up with knee raise,glutes,12,0.7,4
12853,intermediate,Step-up with knee raise,glutes,13,0.65,4
12854,intermediate,Step-up with knee raise,glutes,14,0.6,4
12855,intermediate,Step-up with knee raise,glutes,15,0.55,4
12856,intermediate,Step-up with knee raise,glutes,16,0.5,4
12857,intermediate,Step-up with knee raise,glutes,17,0.45,4
12858,intermediate,Step-up with knee raise,glutes,18,0.4,4
12859,intermediate,Step-up with knee raise,glutes,19,0.35,4
12860,intermediate,Step-up with knee raise,glutes,20,0.3,4
12861,intermediate,Step-up with knee raise,glutes,21,0.25,4
12862,intermediate,Step-up with knee raise,glutes,22,0.2,4
12863,intermediate,Step-up with knee raise,glutes,23,0.15,4
12864,intermediate,Step-up with knee raise,glutes,24,0.1,4
12865,intermediate,Step-up with knee raise,glutes,25,0.05,4
12866,intermediate,Step-up with knee raise,glutes,26,-5.55E-17,4
12867,intermediate,Step-up with knee raise,glutes,27,-0.05,4
12868,intermediate,Step-up with knee raise,glutes,28,-0.1,4
12869,intermediate,Step-up with knee raise,glutes,29,-0.15,4
12870,intermediate,Step-up with knee raise,glutes,1,0.15,5
12871,intermediate,Step-up with knee raise,glutes,2,0.2,5
12872,intermediate,Step-up with knee raise,glutes,3,0.25,5
12873,intermediate,Step-up with knee raise,glutes,4,0.3,5
12874,intermediate,Step-up with knee raise,glutes,5,0.35,5
12875,intermediate,Step-up with knee raise,glutes,6,0.4,5
12876,intermediate,Step-up with knee raise,glutes,7,0.45,5
12877,intermediate,Step-up with knee raise,glutes,8,0.5,5
12878,intermediate,Step-up with knee raise,glutes,9,0.55,5
12879,intermediate,Step-up with knee raise,glutes,10,0.6,5
12880,intermediate,Step-up with knee raise,glutes,11,0.55,5
12881,intermediate,Step-up with knee raise,glutes,12,0.5,5
12882,intermediate,Step-up with knee raise,glutes,13,0.45,5
12883,intermediate,Step-up with knee raise,glutes,14,0.4,5
12884,intermediate,Step-up with knee raise,glutes,15,0.35,5
12885,intermediate,Step-up with knee raise,glutes,16,0.3,5
12886,intermediate,Step-up with knee raise,glutes,17,0.25,5
12887,intermediate,Step-up with knee raise,glutes,18,0.2,5
12888,intermediate,Step-up with knee raise,glutes,19,0.15,5
12889,intermediate,Step-up with knee raise,glutes,20,0.1,5
12890,intermediate,Step-up with knee raise,glutes,21,0.05,5
12891,intermediate,Step-up with knee raise,glutes,22,0,5
12892,intermediate,Step-up with knee raise,glutes,23,-0.05,5
12893,intermediate,Step-up with knee raise,glutes,24,-0.1,5
12894,intermediate,Step-up with knee raise,glutes,25,-0.15,5
12895,intermediate,Step-up with knee raise,glutes,26,-0.2,5
12896,intermediate,Step-up with knee raise,glutes,27,-0.25,5
12897,intermediate,Step-up with knee raise,glutes,28,-0.3,5
12898,intermediate,Step-up with knee raise,glutes,29,-0.35,5
12899,intermediate,Kettlebell thruster,glutes,1,0.15,1
12900,intermediate,Kettlebell thruster,glutes,2,0.2,1
12901,intermediate,Kettlebell thruster,glutes,3,0.25,1
12902,intermediate,Kettlebell thruster,glutes,4,0.3,1
12903,intermediate,Kettlebell thruster,glutes,5,0.35,1
12904,intermediate,Kettlebell thruster,glutes,6,0.4,1
12905,intermediate,Kettlebell thruster,glutes,7,0.45,1
12906,intermediate,Kettlebell thruster,glutes,8,0.5,1
12907,intermediate,Kettlebell thruster,glutes,9,0.55,1
12908,intermediate,Kettlebell thruster,glutes,10,0.6,1
12909,intermediate,Kettlebell thruster,glutes,11,0.55,1
12910,intermediate,Kettlebell thruster,glutes,12,0.5,1
12911,intermediate,Kettlebell thruster,glutes,13,0.45,1
12912,intermediate,Kettlebell thruster,glutes,14,0.4,1
12913,intermediate,Kettlebell thruster,glutes,15,0.35,1
12914,intermediate,Kettlebell thruster,glutes,16,0.3,1
12915,intermediate,Kettlebell thruster,glutes,17,0.25,1
12916,intermediate,Kettlebell thruster,glutes,18,0.2,1
12917,intermediate,Kettlebell thruster,glutes,19,0.15,1
12918,intermediate,Kettlebell thruster,glutes,20,0.1,1
12919,intermediate,Kettlebell thruster,glutes,21,0.05,1
12920,intermediate,Kettlebell thruster,glutes,22,0,1
12921,intermediate,Kettlebell thruster,glutes,23,-0.05,1
12922,intermediate,Kettlebell thruster,glutes,24,-0.1,1
12923,intermediate,Kettlebell thruster,glutes,25,-0.15,1
12924,intermediate,Kettlebell thruster,glutes,26,-0.2,1
12925,intermediate,Kettlebell thruster,glutes,27,-0.25,1
12926,intermediate,Kettlebell thruster,glutes,28,-0.3,1
12927,intermediate,Kettlebell thruster,glutes,29,-0.35,1
12928,intermediate,Kettlebell thruster,glutes,1,0.35,2
12929,intermediate,Kettlebell thruster,glutes,2,0.4,2
12930,intermediate,Kettlebell thruster,glutes,3,0.45,2
12931,intermediate,Kettlebell thruster,glutes,4,0.5,2
12932,intermediate,Kettlebell thruster,glutes,5,0.55,2
12933,intermediate,Kettlebell thruster,glutes,6,0.6,2
12934,intermediate,Kettlebell thruster,glutes,7,0.65,2
12935,intermediate,Kettlebell thruster,glutes,8,0.7,2
12936,intermediate,Kettlebell thruster,glutes,9,0.75,2
12937,intermediate,Kettlebell thruster,glutes,10,0.8,2
12938,intermediate,Kettlebell thruster,glutes,11,0.75,2
12939,intermediate,Kettlebell thruster,glutes,12,0.7,2
12940,intermediate,Kettlebell thruster,glutes,13,0.65,2
12941,intermediate,Kettlebell thruster,glutes,14,0.6,2
12942,intermediate,Kettlebell thruster,glutes,15,0.55,2
12943,intermediate,Kettlebell thruster,glutes,16,0.5,2
12944,intermediate,Kettlebell thruster,glutes,17,0.45,2
12945,intermediate,Kettlebell thruster,glutes,18,0.4,2
12946,intermediate,Kettlebell thruster,glutes,19,0.35,2
12947,intermediate,Kettlebell thruster,glutes,20,0.3,2
12948,intermediate,Kettlebell thruster,glutes,21,0.25,2
12949,intermediate,Kettlebell thruster,glutes,22,0.2,2
12950,intermediate,Kettlebell thruster,glutes,23,0.15,2
12951,intermediate,Kettlebell thruster,glutes,24,0.1,2
12952,intermediate,Kettlebell thruster,glutes,25,0.05,2
12953,intermediate,Kettlebell thruster,glutes,26,-5.55E-17,2
12954,intermediate,Kettlebell thruster,glutes,27,-0.05,2
12955,intermediate,Kettlebell thruster,glutes,28,-0.1,2
12956,intermediate,Kettlebell thruster,glutes,29,-0.15,2
12957,intermediate,Kettlebell thruster,glutes,1,0.55,3
12958,intermediate,Kettlebell thruster,glutes,2,0.6,3
12959,intermediate,Kettlebell thruster,glutes,3,0.65,3
12960,intermediate,Kettlebell thruster,glutes,4,0.7,3
12961,intermediate,Kettlebell thruster,glutes,5,0.75,3
12962,intermediate,Kettlebell thruster,glutes,6,0.8,3
12963,intermediate,Kettlebell thruster,glutes,7,0.85,3
12964,intermediate,Kettlebell thruster,glutes,8,0.9,3
12965,intermediate,Kettlebell thruster,glutes,9,0.95,3
12966,intermediate,Kettlebell thruster,glutes,10,1,3
12967,intermediate,Kettlebell thruster,glutes,11,0.95,3
12968,intermediate,Kettlebell thruster,glutes,12,0.9,3
12969,intermediate,Kettlebell thruster,glutes,13,0.85,3
12970,intermediate,Kettlebell thruster,glutes,14,0.8,3
12971,intermediate,Kettlebell thruster,glutes,15,0.75,3
12972,intermediate,Kettlebell thruster,glutes,16,0.7,3
12973,intermediate,Kettlebell thruster,glutes,17,0.65,3
12974,intermediate,Kettlebell thruster,glutes,18,0.6,3
12975,intermediate,Kettlebell thruster,glutes,19,0.55,3
12976,intermediate,Kettlebell thruster,glutes,20,0.5,3
12977,intermediate,Kettlebell thruster,glutes,21,0.45,3
12978,intermediate,Kettlebell thruster,glutes,22,0.4,3
12979,intermediate,Kettlebell thruster,glutes,23,0.35,3
12980,intermediate,Kettlebell thruster,glutes,24,0.3,3
12981,intermediate,Kettlebell thruster,glutes,25,0.25,3
12982,intermediate,Kettlebell thruster,glutes,26,0.2,3
12983,intermediate,Kettlebell thruster,glutes,27,0.15,3
12984,intermediate,Kettlebell thruster,glutes,28,0.1,3
12985,intermediate,Kettlebell thruster,glutes,29,0.05,3
12986,intermediate,Kettlebell thruster,glutes,1,0.35,4
12987,intermediate,Kettlebell thruster,glutes,2,0.4,4
12988,intermediate,Kettlebell thruster,glutes,3,0.45,4
12989,intermediate,Kettlebell thruster,glutes,4,0.5,4
12990,intermediate,Kettlebell thruster,glutes,5,0.55,4
12991,intermediate,Kettlebell thruster,glutes,6,0.6,4
12992,intermediate,Kettlebell thruster,glutes,7,0.65,4
12993,intermediate,Kettlebell thruster,glutes,8,0.7,4
12994,intermediate,Kettlebell thruster,glutes,9,0.75,4
12995,intermediate,Kettlebell thruster,glutes,10,0.8,4
12996,intermediate,Kettlebell thruster,glutes,11,0.75,4
12997,intermediate,Kettlebell thruster,glutes,12,0.7,4
12998,intermediate,Kettlebell thruster,glutes,13,0.65,4
12999,intermediate,Kettlebell thruster,glutes,14,0.6,4
13000,intermediate,Kettlebell thruster,glutes,15,0.55,4
13001,intermediate,Kettlebell thruster,glutes,16,0.5,4
13002,intermediate,Kettlebell thruster,glutes,17,0.45,4
13003,intermediate,Kettlebell thruster,glutes,18,0.4,4
13004,intermediate,Kettlebell thruster,glutes,19,0.35,4
13005,intermediate,Kettlebell thruster,glutes,20,0.3,4
13006,intermediate,Kettlebell thruster,glutes,21,0.25,4
13007,intermediate,Kettlebell thruster,glutes,22,0.2,4
13008,intermediate,Kettlebell thruster,glutes,23,0.15,4
13009,intermediate,Kettlebell thruster,glutes,24,0.1,4
13010,intermediate,Kettlebell thruster,glutes,25,0.05,4
13011,intermediate,Kettlebell thruster,glutes,26,-5.55E-17,4
13012,intermediate,Kettlebell thruster,glutes,27,-0.05,4
13013,intermediate,Kettlebell thruster,glutes,28,-0.1,4
13014,intermediate,Kettlebell thruster,glutes,29,-0.15,4
13015,intermediate,Kettlebell thruster,glutes,1,0.15,5
13016,intermediate,Kettlebell thruster,glutes,2,0.2,5
13017,intermediate,Kettlebell thruster,glutes,3,0.25,5
13018,intermediate,Kettlebell thruster,glutes,4,0.3,5
13019,intermediate,Kettlebell thruster,glutes,5,0.35,5
13020,intermediate,Kettlebell thruster,glutes,6,0.4,5
13021,intermediate,Kettlebell thruster,glutes,7,0.45,5
13022,intermediate,Kettlebell thruster,glutes,8,0.5,5
13023,intermediate,Kettlebell thruster,glutes,9,0.55,5
13024,intermediate,Kettlebell thruster,glutes,10,0.6,5
13025,intermediate,Kettlebell thruster,glutes,11,0.55,5
13026,intermediate,Kettlebell thruster,glutes,12,0.5,5
13027,intermediate,Kettlebell thruster,glutes,13,0.45,5
13028,intermediate,Kettlebell thruster,glutes,14,0.4,5
13029,intermediate,Kettlebell thruster,glutes,15,0.35,5
13030,intermediate,Kettlebell thruster,glutes,16,0.3,5
13031,intermediate,Kettlebell thruster,glutes,17,0.25,5
13032,intermediate,Kettlebell thruster,glutes,18,0.2,5
13033,intermediate,Kettlebell thruster,glutes,19,0.15,5
13034,intermediate,Kettlebell thruster,glutes,20,0.1,5
13035,intermediate,Kettlebell thruster,glutes,21,0.05,5
13036,intermediate,Kettlebell thruster,glutes,22,0,5
13037,intermediate,Kettlebell thruster,glutes,23,-0.05,5
13038,intermediate,Kettlebell thruster,glutes,24,-0.1,5
13039,intermediate,Kettlebell thruster,glutes,25,-0.15,5
13040,intermediate,Kettlebell thruster,glutes,26,-0.2,5
13041,intermediate,Kettlebell thruster,glutes,27,-0.25,5
13042,intermediate,Kettlebell thruster,glutes,28,-0.3,5
13043,intermediate,Kettlebell thruster,glutes,29,-0.35,5
13044,beginner,Kneeling Squat,glutes,1,0.15,1
13045,beginner,Kneeling Squat,glutes,2,0.2,1
13046,beginner,Kneeling Squat,glutes,3,0.25,1
13047,beginner,Kneeling Squat,glutes,4,0.3,1
13048,beginner,Kneeling Squat,glutes,5,0.35,1
13049,beginner,Kneeling Squat,glutes,6,0.4,1
13050,beginner,Kneeling Squat,glutes,7,0.45,1
13051,beginner,Kneeling Squat,glutes,8,0.5,1
13052,beginner,Kneeling Squat,glutes,9,0.55,1
13053,beginner,Kneeling Squat,glutes,10,0.6,1
13054,beginner,Kneeling Squat,glutes,11,0.55,1
13055,beginner,Kneeling Squat,glutes,12,0.5,1
13056,beginner,Kneeling Squat,glutes,13,0.45,1
13057,beginner,Kneeling Squat,glutes,14,0.4,1
13058,beginner,Kneeling Squat,glutes,15,0.35,1
13059,beginner,Kneeling Squat,glutes,16,0.3,1
13060,beginner,Kneeling Squat,glutes,17,0.25,1
13061,beginner,Kneeling Squat,glutes,18,0.2,1
13062,beginner,Kneeling Squat,glutes,19,0.15,1
13063,beginner,Kneeling Squat,glutes,20,0.1,1
13064,beginner,Kneeling Squat,glutes,21,0.05,1
13065,beginner,Kneeling Squat,glutes,22,0,1
13066,beginner,Kneeling Squat,glutes,23,-0.05,1
13067,beginner,Kneeling Squat,glutes,24,-0.1,1
13068,beginner,Kneeling Squat,glutes,25,-0.15,1
13069,beginner,Kneeling Squat,glutes,26,-0.2,1
13070,beginner,Kneeling Squat,glutes,27,-0.25,1
13071,beginner,Kneeling Squat,glutes,28,-0.3,1
